/storage/sdcard0/dashboardcam/records/Rec-2013-07-02-16-43/Rec-2013-07-02-16-43.gps
1,1372808612266,1372808611000,34.11829454273086,-118.16647321348627,88.0,5.0,162.0,255.28394,12.411859,1648,87
2,1372808612567,1372808612000,34.118244387217544,-118.16671045827553,88.0,5.0,160.0,255.2007,12.411899,1618,87
3,1372808612879,1372808612000,34.118244387217544,-118.16671045827553,86.0,5.0,160.0,255.2007,12.411899,1618,87
4,1372808613178,1372808612000,34.118244387217544,-118.16671045827553,86.0,5.0,160.0,255.2007,12.411899,1608,87
5,1372808613478,1372808613000,34.11819480656071,-118.16694595292869,86.0,5.0,158.0,255.40648,12.411938,1608,87
6,1372808613777,1372808613000,34.11819480656071,-118.16694595292869,86.0,5.0,158.0,255.40648,12.411938,1605,87
7,1372808614078,1372808613000,34.11819480656071,-118.16694595292869,86.0,5.0,158.0,255.40648,12.411938,1605,87
8,1372808614447,1372808613000,34.11819480656071,-118.16694595292869,86.0,5.0,158.0,255.40648,12.411938,1590,87
9,1372808614750,1372808614000,34.11814602559034,-118.16717960861311,86.0,5.0,156.0,255.27718,12.411974,1590,87
10,1372808615049,1372808614000,34.11814602559034,-118.16717960861311,85.0,5.0,156.0,255.27718,12.411974,1592,87
11,1372808615349,1372808615000,34.11809728341,-118.16741087386046,85.0,5.0,156.0,255.17657,12.41202,1592,87
12,1372808615654,1372808615000,34.11809728341,-118.16741087386046,86.0,5.0,156.0,255.17657,12.41202,1599,87
13,1372808615954,1372808615000,34.11809728341,-118.16741087386046,86.0,5.0,156.0,255.17657,12.41202,1599,87
14,1372808616255,1372808615000,34.11809728341,-118.16741087386046,86.0,5.0,156.0,255.17657,12.41202,1599,87
15,1372808616585,1372808616000,34.11804826251881,-118.16764278845872,86.0,5.0,155.0,255.35638,12.412057,1594,87
16,1372808616902,1372808616000,34.11804826251881,-118.16764278845872,86.0,5.0,155.0,255.35638,12.412057,1594,87
17,1372808617202,1372808616000,34.11804826251881,-118.16764278845872,86.0,5.0,155.0,255.35638,12.412057,1588,87
18,1372808617502,1372808617000,34.117998869093995,-118.16787354102308,85.0,5.0,154.0,255.03546,12.4121,1588,87
19,1372808617913,1372808617000,34.117998869093995,-118.16787354102308,85.0,5.0,154.0,255.03546,12.4121,1592,87
20,1372808618212,1372808618000,34.11794996871089,-118.16810104491208,85.0,5.0,153.0,255.19698,12.412139,1592,87
21,1372808618512,1372808618000,34.11794996871089,-118.16810104491208,85.0,5.0,153.0,255.19698,12.412139,1578,87
22,1372808618815,1372808618000,34.11794996871089,-118.16810104491208,85.0,5.0,153.0,255.19698,12.412139,1578,87
23,1372808619115,1372808618000,34.11794996871089,-118.16810104491208,85.0,5.0,153.0,255.19698,12.412139,1572,87
24,1372808619444,1372808619000,34.11790106125202,-118.16832939858244,84.0,5.0,153.0,255.38971,12.412164,1572,87
